"Genera","sp_id","PaH","PaL","AeH","AeL","VcL","VcaH","SeL","VuL","TeH","VoL"
"Monomorium","M.hanneli",1,1.25257249766137,0.424695977549111,0.704396632366698,0.471468662301216,0.361085126286249,0.382600561272217,0.34798877455566,0.659494855004677,0.889616463985033
"Monomorium","M.hanneli",1,1.45680345572354,0.496760259179266,0.796976241900648,0.562634989200864,0.408207343412527,0.448164146868251,0.408207343412527,0.690064794816415,1.04967602591793
"Monomorium","M.hanneli",1,1.46652267818575,0.496760259179266,0.811015118790497,0.569114470842333,0.368250539956803,0.475161987041037,0.392008639308855,0.695464362850972,1.10043196544276
"Monomorium","M.hanneli",1,1.3565965583174,0.439770554493308,0.718929254302103,0.512428298279159,0.337476099426386,0.417782026768642,0.349904397705545,0.637667304015296,0.98565965583174
"Monomorium","M.termitobium02",1,1.15494880546075,0.544027303754266,0.619112627986348,0.559726962457338,0.268259385665529,0.574061433447099,0.337883959044369,0.399317406143345,0.802047781569966
"Monomorium","M.termitobium02",1,1.28369230769231,0.530461538461538,0.595692307692308,0.512615384615385,0.323692307692308,0.516307692307692,0.392615384615385,0.404923076923077,0.683076923076923
"Monomorium","M.termitobium02",1,1.07821590174531,0.516483516483516,0.618616677440207,0.585649644473174,0.241111829347123,0.514544279250162,0.340659340659341,0.449903038138332,0.638655462184874
"Monomorium","M.termitobium02",1,1.16690340909091,0.556818181818182,0.578125,0.575994318181818,0.372869318181818,0.566051136363636,0.394886363636364,0.450284090909091,0.692471590909091
"Monomorium","M.termitobium02",1,1.14548361310951,0.446043165467626,0.47242206235012,0.432454036770584,0.268585131894484,0.481215027977618,0.352517985611511,0.336530775379696,0.641886490807354
"Monomorium","M.termitobium02",1,1.32181922855498,0.548071387449626,0.48762233736327,0.464594127806563,0.245826137017847,0.455958549222798,0.37881404720783,0.374208405296488,0.708693149107657
"Monomorium","M.termitobium02",1,1.29789864029666,0.585290482076638,0.505562422744128,0.456118665018541,0.300988875154512,0.483930778739184,0.343016069221261,0.402348578491965,0.698393077873918
"Monomorium","M.termitobium02",1,1.08268229166667,0.486328125,0.603515625,0.597005208333333,0.28515625,0.503255208333333,0.341145833333333,0.395182291666667,0.55859375
"Monomorium","M.termitobium02",1,1.16031073446328,0.564265536723164,0.554378531073446,0.576977401129943,0.271186440677966,0.495762711864407,0.350988700564972,0.449858757062147,0.697033898305085
"Monomorium","M.termitobium02",1,1.16910866910867,0.50976800976801,0.54945054945055,0.50976800976801,0.252747252747253,0.490842490842491,0.345543345543346,0.442002442002442,0.631257631257631
"Monomorium","M.termitobium02",1,1.17758726270667,0.525413349663197,0.508879363135334,0.496019595835885,0.244335578689528,0.503980404164115,0.354562155541947,0.441518677281078,0.636252296387018
"Monomorium","M.termitobium02",1,0.894980184940555,0.400924702774108,0.396961690885073,0.358652575957728,0.260898282694848,0.394980184940555,0.28665785997358,0.410171730515192,0.552840158520476
"Monomorium","M.drm01",1,1.19978632478632,0.46207264957265,0.500534188034188,0.494123931623932,0.307692307692308,0.461538461538462,0.323183760683761,0.211004273504274,0.684294871794872
"Monomorium","M.drm01",1,1.13870614035088,0.491228070175439,0.484100877192982,0.487390350877193,0.319078947368421,0.504385964912281,0.318530701754386,0.218201754385965,0.589912280701754
"Monomorium","M.drm01",1,1.16923925027563,0.45148842337376,0.514332965821389,0.503858875413451,0.260749724366042,0.498346196251378,0.326901874310915,0.231532524807056,0.631753031973539
"Monomorium","M.drm01",1,1.30549450549451,0.470879120879121,0.53956043956044,0.506593406593407,0.28021978021978,0.516483516483516,0.342857142857143,0.253296703296703,0.517582417582418
"Monomorium","M.drm01",1,1.17410966647824,0.445449406444319,0.514414923685698,0.517806670435274,0.276992651215376,0.509327303561334,0.345958168456755,0.330130016958734,0.614471452798191
"Monomorium","M.drm01",1,1.35008282716731,0.487023743787962,0.535615681943677,0.542794036443954,0.348426283821093,0.563776918829376,0.326339039204859,0.247929320817228,0.704583103257869
"Monomorium","M.drm01",1,1.3034140969163,0.476872246696035,0.536343612334802,0.519823788546255,0.261563876651982,0.531938325991189,0.327092511013216,0.258259911894273,0.52863436123348
"Monomorium","M.termitobium03",1,0.988340192043896,0.4039780521262,0.457475994513032,0.39437585733882,0.196844993141289,0.377229080932785,0.291495198902606,0.274348422496571,0.56241426611797
"Monomorium","M.termitobium03",1,1.25726872246696,0.510132158590308,0.653744493392071,0.54625550660793,0.251101321585903,0.554185022026432,0.372687224669604,0.371806167400881,0.738325991189427
"Monomorium","M.termitobium03",1,1.27060931899642,0.525089605734767,0.672043010752688,0.538530465949821,0.281362007168459,0.53763440860215,0.417562724014337,0.384408602150538,0.748207885304659
"Monomorium","M.termitobium03",1,0.986959505833905,0.461221688400824,0.472203157172272,0.42964996568291,0.229924502402196,0.436513383665065,0.320521619766644,0.275909402882636,0.562800274536719
"Monomorium","M.pharaonis",1,0.959153687922421,0.42873934763444,0.69732588892154,0.471348809873641,0.214516602997355,0.389362327358213,0.296796943873053,0.220981486923303,0.460182192183368
