"Genera","sp_id","PaH","PaL","AeH","AeL","VcL","VcaH","SeL","VuL","TeH","VoL"
"Monomorium","M.pharaonis",1,1.04683760683761,0.496410256410256,0.681367521367521,0.46017094017094,0.244102564102564,0.429401709401709,0.32957264957265,0.222905982905983,0.492649572649573
"Monomorium","M.pharaonis",1,1.03951890034364,0.575601374570447,0.72680412371134,0.486941580756014,0.256701030927835,0.451546391752577,0.360824742268041,0.218900343642612,0.49553264604811
"Monomorium","M.pharaonis",1,0.951636685343557,0.464464759657918,0.575346505455618,0.441167797109997,0.194043055145975,0.430551459746387,0.313181952226482,0.220289000294898,0.462400471837216
"Monomorium","M.MG01",1,0.966573816155989,0.45125348189415,0.508356545961003,0.463091922005571,0.263231197771588,0.428969359331476,0.303621169916435,0.240947075208914,0.618384401114206
"Monomorium","M.MG01",1,1.12322628827483,0.458551157580284,0.58924570575056,0.513816280806572,0.265870052277819,0.50336071695295,0.339805825242718,0.330843913368185,0.579536967886482
"Monomorium","M.MG01",1,1.11795642374155,0.468820435762585,0.54770848985725,0.4763335837716,0.244928625093914,0.418482344102179,0.347107438016529,0.333583771600301,0.589782118707739
"Monomorium","M.MG02",1,0.994845360824742,0.407216494845361,0.536818851251841,0.474226804123711,0.248895434462445,0.471281296023564,0.310751104565538,0.290868924889543,0.530191458026509
"Monomorium","M.MG02",1,1.09799196787149,0.453815261044177,0.634538152610442,0.54859437751004,0.326104417670683,0.514859437751004,0.362248995983936,0.317269076305221,0.592771084337349
"Monomorium","M.MG02",1,1.01239970824216,0.455142231947484,0.506929248723559,0.489423778264041,0.25382932166302,0.458059810357403,0.342815463165573,0.340627279358133,0.584974471188913
"Monomorium","M.MG02",1,0.988636363636364,0.411764705882353,0.530748663101604,0.454545454545455,0.22927807486631,0.427139037433155,0.310160427807487,0.239973262032086,0.447192513368984
"Monomorium","M.MG02",1,1.03410641200546,0.430422919508868,0.497953615279673,0.45225102319236,0.263301500682128,0.420190995907231,0.307639836289222,0.249658935879945,0.502728512960437
"Monomorium","M.MG02",1,1.14085545722714,0.434365781710914,0.61283185840708,0.480825958702065,0.25811209439528,0.456489675516224,0.361356932153392,0.331858407079646,0.609144542772861
"Monomorium","M.MG02",1,1.00827067669173,0.448872180451128,0.530075187969925,0.511278195488722,0.230827067669173,0.465413533834586,0.346616541353383,0.354135338345865,0.570676691729323
"Monomorium","M.MG03",1,1.15606936416185,0.529624277456647,0.586705202312139,0.5621387283237,0.296242774566474,0.491329479768786,0.385115606936416,0.359104046242775,0.469653179190752
"Monomorium","M.MG03",1,1.2595952547104,0.568736915561759,0.712491277041172,0.447313328681089,0.311933007676204,0.474528960223308,0.409630146545708,0.354501046755059,0.451500348918353
"Monomorium","M.termitobium03b",1,1.07727975270479,0.438176197836167,0.525502318392581,0.468315301391035,0.286707882534776,0.459041731066461,0.329984544049459,0.384853168469861,0.615146831530139
"Monomorium","M.termitobium03b",1,1.07636655948553,0.480707395498392,0.498392282958199,0.486334405144695,0.331189710610932,0.491961414790997,0.366559485530547,0.34887459807074,0.676848874598071
"Monomorium","M.termitobium03b",1,1.01551480959097,0.39703808180536,0.47179125528914,0.419605077574048,0.269393511988717,0.433709449929478,0.327926657263752,0.277150916784203,0.563469675599436
"Monomorium","M.madecassum",1,1.10798122065728,0.442618675013041,0.486958789775691,0.423839332290037,0.220135628586333,0.36019822639541,0.289775691184142,0.242305685967658,0.475482524778299
"Monomorium","M.madecassum",1,1.06480505795574,0.507639620653319,0.522655426765016,0.444151738672287,0.183614330874605,0.382507903055848,0.293466807165437,0.202581664910432,0.518440463645943
"Monomorium","M.madecassum",1,1.13886606409203,0.456313338811285,0.606409202958094,0.461243494932895,0.231717337715694,0.403725006847439,0.334702821144892,0.205970966858395,0.510545056149
"Monomorium","M.madecassum",1,1.07563249001332,0.430892143808256,0.555792276964048,0.423968042609854,0.255925432756325,0.37150466045273,0.298801597869507,0.204260985352863,0.516111850865513
"Monomorium","M.madecassum",1,1.07880864522931,0.379019504480759,0.50632577754349,0.410648392198208,0.244069583552978,0.364786505007907,0.228255139694254,0.204006325777544,0.513442277279916
"Monomorium","M.madecassum",1,1.13849509269357,0.407851690294438,0.572791712104689,0.373773173391494,0.214285714285714,0.358778625954198,0.288713195201745,0.205834242093784,0.534896401308615
"Monomorium","M.madecassum",1,1.10948523647766,0.454664227854716,0.467467990593154,0.38149986934936,0.186046511627907,0.365560491246407,0.26574340214267,0.239351972824667,0.474000522602561
"Monomorium","M.madecassum",1,1.07368981111998,0.432827879755254,0.540037243947859,0.382282521947326,0.200585262037776,0.372173450385741,0.2756052141527,0.204043628624634,0.5219473264166
"Syllophopsis","S.hildebrandti01",1,1.25985663082437,0.776881720430108,1.22401433691756,0.920250896057348,0.362007168458781,1.06003584229391,0.444444444444444,0.362007168458781,0.833333333333333
"Syllophopsis","S.hildebrandti01",1,1.29856115107914,0.908273381294964,1.16007194244604,1,0.323741007194245,1.1978417266187,0.285071942446043,0.381294964028777,0.863309352517985
"Syllophopsis","S.hildebrandti01",1,1.27491408934708,0.805841924398625,1.04037800687285,0.883161512027491,0.331615120274914,1.06013745704467,0.372852233676976,0.487113402061856,0.816151202749141
"Syllophopsis","S.hildebrandti01",1,1.51638530287984,0.858987090367428,1.14796425024826,1.01191658391261,0.292949354518371,1.23336643495531,0.313803376365442,0.435948361469712,0.850049652432969
"Syllophopsis","S.hildebrandti01",1,1.37968892955169,0.944190301921317,1.04117108874657,0.956999085086917,0.328453796889295,1.15370539798719,0.286367795059469,0.401646843549863,0.834400731930467
"Syllophopsis","S.hildebrandti01",1,1.38426349496798,0.843549862763037,1.05489478499543,0.985361390667887,0.350411710887466,1.15187557182068,0.314730100640439,0.408051235132662,0.838060384263495
"Syllophopsis","S.hildebrandti02",1,1.01052631578947,0.801619433198381,0.965991902834008,0.781376518218624,0.273684210526316,0.958704453441296,0.300404858299595,0.323076923076923,0.689068825910931
"Syllophopsis","S.hildebrandti02",1,1.01841473178543,0.636509207365893,0.922337870296237,0.766212970376301,0.269815852682146,0.907125700560448,0.240992794235388,0.360288230584468,0.684547638110488
"Syllophopsis","S.hildebrandti02",1,0.993998499624906,0.67741935483871,0.762940735183796,0.72768192048012,0.246061515378845,0.852963240810202,0.262565641410353,0.349587396849212,0.641410352588147
"Syllophopsis","S.hildebrandti02",1,1.05132075471698,0.662641509433962,0.900377358490566,0.799245283018868,0.262641509433962,0.936603773584906,0.273207547169811,0.330566037735849,0.654339622641509
"Syllophopsis","S.hildebrandti02",1,1.0288,0.6952,0.852,0.7688,0.28,0.9312,0.2968,0.3656,0.6256
"Syllophopsis","S.hildebrandti02",1,1.10112359550562,0.712680577849117,0.90529695024077,0.845104333868379,0.31139646869984,0.935794542536115,0.28892455858748,0.349117174959872,0.703852327447833
"Syllophopsis","S.fisheri",1,1.15681712424383,0.699395067473243,1.05397859469521,0.792461610051187,0.273150302466263,1.03350395532806,0.269892973476035,0.358306188925081,0.699860400186133
"Syllophopsis","S.fisheri",1,1.13127001067236,0.692102454642476,0.92102454642476,0.787086446104589,0.287086446104589,1.00533617929562,0.257203842049093,0.323372465314835,0.72145144076841
"Syllophopsis","S.fisheri",1,1.15846994535519,0.72568306010929,1.03770491803279,0.818032786885246,0.263387978142076,1.0224043715847,0.295628415300546,0.36448087431694,0.752459016393443
"Syllophopsis","S.fisheri",1,1.06772908366534,0.61503984063745,0.946215139442231,0.763446215139442,0.273406374501992,0.950199203187251,0.290836653386454,0.361553784860558,0.653884462151394
"Syllophopsis","S.fisheri",1,1.13931743805517,0.633941093969144,0.95137914913511,0.742402992052361,0.280037400654511,0.946236559139785,0.323048153342683,0.350631136044881,0.691444600280505
"Syllophopsis","S.fisheri",1,1.00405405405405,0.52027027027027,0.873423423423423,0.717117117117117,0.203153153153153,0.885135135135135,0.234684684684685,0.247747747747748,0.624324324324324
"Syllophopsis","S.MG01",1,1.11705426356589,0.689147286821705,1.11472868217054,0.844186046511628,0.490697674418605,1.14031007751938,0.289922480620155,0.317829457364341,0.594573643410853
"Syllophopsis","S.MG01",1,1.16931637519873,0.707472178060413,1.19713831478537,0.953100158982512,0.473767885532591,1.25914149443561,0.253577106518283,0.293322734499205,0.604133545310016
"Syllophopsis","S.modesta",1,1.0785153461813,0.666666666666667,1.03354746609565,0.817273376159886,0.411134903640257,1.0435403283369,0.27123483226267,0.283369022127052,0.613847251962884
"Syllophopsis","S.modesta",1,0.992068737607403,0.664904163912756,0.996034368803701,0.838070059484468,0.347653668208857,0.999339061467284,0.238598810310641,0.271645736946464,0.608063450099141
"Syllophopsis","S.modesta",1,1.11632947976879,0.615606936416185,1.07080924855491,0.816473988439306,0.344653179190751,1.0635838150289,0.261560693641618,0.252890173410405,0.609104046242775
"Syllophopsis","S.modesta",1,1.18648018648019,0.73038073038073,1.09090909090909,0.875679875679876,0.408702408702409,1.15229215229215,0.278943278943279,0.351981351981352,0.690753690753691
"Syllophopsis","S.modesta",1,1.15157894736842,0.640701754385965,1.09122807017544,0.850526315789474,0.376140350877193,1.1080701754386,0.255438596491228,0.258245614035088,0.640701754385965
"Syllophopsis","S.modesta",1,1.11975591151793,0.611746758199847,1.13882532418002,0.864225781845919,0.341723874904653,1.13882532418002,0.229595728451564,0.280701754385965,0.587337909992372
